Keyword Phrase,Search Volume,Search Volume Trend (%),Search Frequency Rank,Search Frequency Rank Trend (%),Top 3 ASINs Total Click Share,Top 3 ASINs Total Click Share Trend,Top 3 ASINs Total Conv. Share,Top 3 ASINs Total Conv. Share Trend,Top 1 ASIN,Top 1 ASIN Click Share,Top 1 ASIN Click Share Trend,Top 1 ASIN Conv. Share,Top 1 ASIN Conv. Share Trend,Top 2 ASIN,Top 2 ASIN Click Share,Top 2 ASIN Click Share Trend,Top 2 ASIN Conv. Share,Top 2 ASIN Conv. Share Trend,Top 3 ASIN,Top 3 ASIN Click Share,Top 3 ASIN Click Share Trend,Top 3 ASIN Conv. Share,Top 3 ASIN Conv. Share Trend,Competing Products,Top 3 Clicked ASINs Monthly Average Age,Top 3 ASINs Total Monthly Sales,Top 3 ASINs Total Monthly Revenue,Top 3 ASINs Total Review Count,Top 3 ASIN Total Average Rating
video camera,52695,23.4,5911,8,30.6,7.4,23.8,7.7,B08K7HFMX4,19.1,5.5,18.6,6.5,B07WGLZP12,6.1,0.2,3.9,1,B0D7RM3H9K,5.5,1.7,1.2,0.3,10000,38,4520,343937.52,8651,4.3
satin sheets,52695,-17.9,6262,-41,40.3,4,9.7,0.2,B08P16XLP2,20,1.9,5.9,0.7,B08HM6WT6X,11.5,1.7,2.5,-0.6,B09WH4B2BD,8.8,0.4,1.4,0.1,1000,42,49934,1391979.51,22986,4.4
toddler water bottle,52695,20.7,6013,22,21.4,3.6,7.2,2.8,B0BTLK3GL2,11.8,3.9,3.5,1.5,B0CCVH17TP,5.4,0,2,0.3,B09691PQHX,4.2,-0.3,1.7,1,10000,25,99410,1181579.89,86604,4.6
formula container to go,52695,4.5,5908,7,35.9,0.5,20,2.4,B01LXN2PCP,13.7,-0.8,12.5,5.2,B01C0OKS5K,12.4,1.7,6.1,-2.8,B09B71MDMC,9.7,-0.4,1.5,-0.1,249,84,32086,168913.15,24290,4.7
poise pads for women,52695,6.6,5683,9,29.8,1.5,22.8,0.5,B01N106QP3,17.2,4.6,11.8,2,B0154QERNA,6.7,-1.4,5.2,-2.3,B010OW806O,5.9,-1.7,5.8,0.8,319,104,94733,2261127.32,58421,4.6
tonies figures,52695,-43.9,6023,-58,12.7,-0.6,9.9,-0.2,B093TRT32C,6,0.4,4.3,0.1,B08FF8949Z,3.4,-0.9,2.9,-0.3,B0BPJS9G7G,3.3,-0.2,2.8,0,522,35,7118,128049.57,2578,4.8
dog shock collar with remote control,52695,23.2,6048,12,38,-0.4,30.8,1.7,B0CFX9F59C,24.9,0.8,22.4,3.1,B0BCDH7CS1,8.6,-0.7,5.6,-1.1,B0BR59283Q,4.5,-0.4,2.7,-0.3,649,20,88225,4046171.87,25055,4.3
toiletry bag for women,52693,-12.8,6055,-32,21.7,7.4,7.5,3.3,B08SPZZ5WS,8,1.8,1.7,0.3,B07SL2RKJK,7.4,2.7,2.8,0.8,B0CMLFBTHK,6.3,2.8,2.9,2.1,20000,,39030,742150.63,73351,4.7
plastic hangers,52693,27.6,6071,12,39.7,-1.3,26.7,2.1,B06X421WJ6,24.7,4.1,17.3,4.3,B07X24QMQM,8.8,-2.1,5.4,-0.5,B07RJTB7BL,6.2,-3.3,4.1,-1.7,2000,75,194116,3831154.4,98073,4.7
1 year old boy toys,52693,6.6,5823,5,14.3,2.5,10.7,2.2,B06WV7VBY5,5.9,1.4,5.9,2.1,B0CBH55FJK,4.6,0.6,2.7,-0.7,B08SGH7NKX,3.8,0.5,2.1,0.7,4000,51,53241,1777409.69,35313,4.7
iphone case,52693,-10.6,5900,-10,21.2,1.9,9,-1.8,B099JVC9HL,9.6,0.5,5.7,-0.7,B0CPXNLBSX,7.7,0.6,1.7,-1.5,B09F3MNSTP,3.9,0.8,1.6,0.5,100000,29,54061,705662.58,119534,4.6
dish brush,52693,11.4,5957,7,19.1,0.1,13.5,-5.1,B00004OCIZ,7.2,-0.2,6.9,0.3,B095KSDD2W,6.5,0.6,2.2,-3.6,B0CP6VW96X,5.4,-0.3,4.4,-1.8,10000,85,21955,231530.84,29391,4.6
meyers hand soap,52693,-13.6,6056,-19,29.1,-3.2,27,-0.2,B07TJG79HP,10.9,-2.2,10.9,2.9,B00NU9MJYS,10.3,-0.4,9.1,-2.3,B00262227E,7.9,-0.5,6.9,-0.9,591,123,136980,1732837.98,46204,4.7
led headlights,52693,27.7,5881,20,9,0.5,7.6,1.1,B0BYNBPYHM,4.4,1.3,3.8,0.7,B0CSFP2HLQ,2.5,-0.4,2.3,0.7,B0CSPGSYD9,2.2,-0.4,1.5,-0.3,30000,12,16539,861481.39,3935,4.6
bissell carpet cleaner solution,52693,23.2,5913,12,53.9,6.2,44.3,4.8,B07BV5LT27,21.4,1.6,17.6,0.5,B004H1R8TY,20.8,2,18.1,3.1,B00DBTP02A,11.7,2.7,8.6,1.2,437,126,51670,1172428.25,76656,4.7
dog tag,52693,2.5,5948,-3,23.8,-2.3,16.7,1.9,B085MH756K,12.1,-1.7,8.8,-1.5,B0BLXHWPLP,7.1,-0.9,1.9,-0.3,B084HMMQ8M,4.6,0.3,6,3.7,4000,,70455,554504.2,162261,3.1
slip on sneakers women,52693,27.4,6027,10,5.9,0.3,0.1,0,B0CJXJ86SS,3.2,0.3,0.1,0,B0CQNZQ59B,1.5,-0.1,0,0,B0CJXM8DP8,1.2,0.2,0,0,10000,,22597,969859.16,10182,4.4
birkenstock clogs women,52693,178.6,7440,64,38.2,-0.4,7.1,1.3,B074KPK8JG,17.2,0,0,-5.8,B0BS6G9WG6,16.8,2.4,6.9,6.9,B004S998QG,4.2,-2.8,0.2,0.2,701,,54528,2060078.93,6908,2.9
taylor swift stickers,52693,6.5,6007,4,29.3,6.4,22,5.8,B0D92N8MZR,14.4,5.5,10.8,4,B0D5M345GP,9.3,1.7,7,2.9,B0D7ZTT4L2,5.7,-0.8,4.3,-1.1,313,5,4796,35074.38,22,4.9
gold apple watch bands for women,52693,40.9,6219,20,22.3,4.9,13.9,4.6,B088T9WKV3,8.4,1.9,4.8,1,B0D6R4WJ38,7.7,2,5.7,2.4,B08RB6NNBN,6.2,0.9,3.3,1.2,2000,,21725,345748.05,24056,4.6
journaling notebooks,52693,13.6,6018,11,23.6,4.3,11.1,1.8,B0CT4HX4T9,13.5,6.4,6.4,2.1,B07L4JCG7T,5.3,-1,2.2,-1,B0BZ3F5DCM,4.9,-1.1,2.5,0.8,10000,,68896,628321.6,55737,4.7
angel soft toilet paper,52693,23.2,5956,12,57.2,-1.4,54.7,0.6,B09NW81TH8,36.6,-1.5,34.6,-0.4,B09NW8PNH8,11.2,-1.1,10.9,-1.2,B09NW9JQNC,9.4,1.2,9.3,2.3,411,34,371217,6434169.19,156782,4.7
iphone 12 pro max screen protector,52693,4.5,5889,1,54.5,1.3,51.1,2,B08L5N1DKZ,27.6,3.9,25.3,5.2,B08DG7JN5C,18.6,-2.7,18,-3.3,B08QVF65DB,8.3,0.2,7.8,0.1,1000,48,60364,373382.45,339668,4.5
shoulder bag,52691,23.4,5915,7,18.2,4.2,10.6,3.6,B099DDH2RG,8.9,2,6.1,1.7,B0BDB6871R,6.3,2.6,3.8,2,B09B55CXRQ,3.1,-0.5,0.6,-0.1,100000,,28470,553746.8,6320,4.5
passport holder,52691,4.3,5770,-3,20.1,-1.4,7.7,2.2,B091T3NMW3,8.2,-0.6,2.6,0.4,B0B23NY2HV,6.1,-1.1,2.8,1.2,B07LG3TYJS,5.8,0.3,2.3,0.6,8000,,20242,198716.82,16744,4.7
colon cleanse,52691,-2.4,5721,-4,50.2,-3.5,45.1,-2.5,B00ISAPPLI,35,-2.5,32,-2.7,B095H6GR19,7.6,-0.9,8.6,3.4,B0BH8LD3XW,7.6,-0.1,4.5,-3.2,2000,63,69112,1200236.94,98779,4.2
nitric oxide supplements for men,52691,6.8,5805,8,40.6,-3.4,29.7,-2.6,B07GQ4Z1L8,17.3,-5.4,10.6,-3.7,B09B4DWNYQ,15,1.5,13.5,-0.7,B0BMPR69TW,8.3,0.5,5.6,1.7,874,45,57964,1182016.81,22325,4.3
wall decor for bedroom,52691,45.8,6527,19,12.9,2.5,3.4,-0.7,B0BRW5YWXF,5.2,0.8,1.6,0.3,B0CQRRWWHY,4.1,0.9,1.2,-0.3,B01GIJBK50,3.6,0.8,0.7,-0.6,100000,,32769,1271830.15,64697,4.5
initial necklaces for women,52691,4.8,5898,-4,14.6,-1.4,1.1,-0.2,B0C2HPPTN3,5.2,-0.6,0.5,0.1,B0CFTNL6MK,4.8,-0.7,0.3,0,B0CZHDLXPZ,4.6,-0.1,0.4,-0.2,7000,,16158,191012.9,1822,4.7
citizen watches for men,52691,-25.8,6059,-22,14.4,-3.5,11.3,0.1,B000EQS1JW,5.2,-2.6,3.2,-1.4,B010FQP7BK,4.9,-0.1,4.9,2.5,B008FG6ZRI,4.2,-0.7,3.1,-1.1,1000,,1178,129795.53,11013,4.5
food coloring,52691,2.8,5955,5,49.3,-0.5,47.8,-1.9,B08CYBKJX4,27,-0.6,28.7,-0.6,B0B6C25MWY,18,1.9,16.4,1.7,B07G2Z6CLG,4.3,-1.8,2.7,-3,1000,30,13585,129057.55,8038,4.5
paper plates 10 inch,52691,23.2,5846,10,50.1,1.8,44.1,0.7,B0C2CZJ1TK,24.9,-4.2,21.7,-4.8,B09RSC2JT3,15,4.6,14.9,7.5,B0C2CY22B8,10.2,1.4,7.5,-1.9,1000,21,258231,3220639.28,52799,4.7
shredder,52691,-8.1,6140,-4,43.8,3.8,38.5,3,B0CPDFYYJK,20.1,2.6,19,5.3,B0C6LZ8S34,12.3,-2.1,9.5,-3.1,B0C6LZG69W,11.4,3.3,9.9,0.8,756,11,98131,3826844.42,166984,4.5
fake nose ring,52691,1.1,5696,4,30.8,0.3,20.5,0.4,B0C8SHJ8S8,14.3,0.9,10.8,-0.3,B077CWRBQZ,8.9,0.1,6.9,0.8,B0822RPRVM,7.6,-0.8,2.9,-0.1,1000,,10285,93265.94,12541,4
teacher planner,52691,8.3,6229,10,20.1,0.1,7.1,1.8,1483867382,9.7,0.4,3.2,1,B0CYGYCGG9,5.8,-0.5,2.3,0.9,B0CYGYXH1Y,4.6,0.1,1.6,0,20000,,5612,106192.44,150,2.8
potting soil,52691,2.6,5834,0,34.8,4.7,34.8,12,B09K4SWZNY,20.8,6.1,20.9,12.9,B08MHMNLZ8,7.5,-0.3,9,-0.3,B08W2CB7GV,6.6,-1,4.9,-0.7,2000,,60646,729986.27,33503,4.6
squeegee for shower glass,52691,4.6,5849,8,45.8,-2.5,35.9,1.6,B0BZZDPPRX,28.3,-1.8,21.5,-0.4,B000CCDBRK,9.9,0.1,8.8,2.5,B07F9RGM6B,7.6,-0.8,5.7,-0.5,1000,123,66118,681611.31,107446,4.6
bad monkey by carl hiaasen,52691,853.3,17667,92,68.3,-12.7,57.6,-17.1,B00AP2VR8W,29.3,-9.6,33.8,-17.2,0446556157,27.4,2,20.9,2.8,B00LPFBUIK,11.5,-5.1,3,-2.6,20,,3615,35810.04,10873,2.9
maverick,52691,-35,7515,-43,88.4,-2.2,0,0,B0CJYMTP9G,73.8,-4.2,0,0,B00CPU2I6W,10.5,2.1,0,0,B0CJYJZKS1,4,-0.1,0,0,2000,,,,,
dora,52691,122.1,8203,51,41.7,-12,0,0,B07VR1H9FY,16.6,-15.9,0,0,B00BZ9FMBM,14,-0.5,0,0,B00CS60ZFY,11.1,4.4,0,0,2000,,,,,
fries,52691,4.5,5848,15,26.3,1.8,23.4,-0.4,B074H61M18,12,1.2,11.5,0.4,B01FMAWS98,7.2,-0.1,5.1,-0.7,B08NMJG63B,7.1,0.7,6.9,0,1000,78,70,381.04,15713,4.5
wire stripper,52691,31.4,6107,18,32.6,8,39.1,10.9,B073YG65N2,16,7.4,21.8,10.8,B0B2NWK1QX,10.5,2,10.1,0.4,B000JNNWQ2,6.1,-1.4,7.3,-0.2,3000,121,15147,161157.61,34312,4.6
texas instruments ti-30xiis scientific calculator,52691,172.5,6690,70,70.4,-7.9,58.6,-5.1,B00000JBNX,52.1,-14.4,49.8,-7.1,B007HIQSEA,10.8,4.5,2.4,-3.2,B000PDFQ6K,7.4,2,6.4,5.1,151,196,167903,2594107.61,123882,4.7
welding high-strength oily glue,52691,2060.4,29234,77,39,-13.4,28.6,-14.3,B0CB17TQHS,15.1,-7.1,5.6,-16.7,B0CBGRJY9V,14,-4.9,12.6,-4.1,B0B9MP3QKM,10,-1.4,10.4,6.5,422,16,5121,65514.1,902,4
airtags,52691,-35,6269,-59,81.4,4.6,78.4,13,B0D54JZTHY,54.6,5.7,57.8,13.5,B0CWXNS552,24.9,-0.9,19.7,-1.1,B0CGDDXY11,1.9,-0.2,0.9,0.6,1000,8,53251,2816363.53,6294,3.1
ups,52689,-2.5,7018,-11,47.1,15.3,36.9,12.3,B06VY6FXMM,18.5,7.2,13,5.4,B01FWAZEIU,17.5,6.7,17.2,8,B00429N19W,11.1,1.5,6.8,-1.1,4000,120,,,59069,4.5
foot peeling mask,52689,-2.5,5866,-18,47.4,1.6,36.5,4.3,B0899YGQP9,20.8,0.9,17.8,1.2,B07G75DJTC,14.2,-1.3,10,1.1,B07NRZNYF9,12.4,2.1,8.7,2.1,389,65,31304,361636.56,117070,4.2
biolage shampoo and conditioner,52689,-61.4,5984,-109,33.3,-19.1,28.2,-7.1,B09BZNY3RH,11.5,-16.2,8.8,-5,B09BZPVG4W,11,-6.2,10.6,-7.9,B00IK1CJZU,10.8,3.3,8.9,5.9,656,67,12138,498640.8,20738,3.1
antibacterial body wash,52689,8.3,5725,16,35.2,3,26,5.1,B08JNRP17W,14,1.3,12.8,4.6,B017TQRPOG,12,1.7,9.5,1.8,B00EV1D79A,9.2,0,3.7,-1.3,2000,131,33435,675344.63,42154,4.5
glasses case,52689,40.9,6024,24,19.2,3.6,18.9,5,B088R51RQ5,7.3,1.5,6.9,1.2,B07QLSGKZG,6.8,1.2,6.4,0.6,B09MTD8WZV,5.1,0.9,5.6,3.2,2000,,10341,66516.15,16805,4.6
plungers for bathroom,52689,28.7,6101,15,38.9,-2.7,34.3,-4.7,B00P7VW2H6,21.8,-4.6,21.7,-5.9,B07XGKZ2RC,9.5,1.8,6.3,-0.8,B0D3WDCH98,7.6,0.1,6.3,2,1000,62,88285,1706910.7,84530,4.3
drip drop,52689,-32.9,5552,-43,58.1,-1.9,41.6,-1.4,B094QB6PH6,26.6,0.6,20.8,-0.2,B08TZM8S1F,22.3,0,12.4,1.2,B08TZD2R7L,9.2,-2.5,8.4,-2.3,703,44,101947,2861883.65,45306,4.6
hydrocolloid bandages,52689,4.6,6205,8,28.9,-3.9,20,-3,B077TN7L3L,12.8,-3.4,9.2,-1.9,B07H6CCNTC,8.4,-1.7,5.5,-2.4,B0BNNBTNVF,7.8,1.3,5.4,1.2,1000,59,24921,202068.1,13333,4.5
eye drops for dogs,52689,9.2,25227,-62,79.7,-10.8,16.5,-20.5,B0DDBYHY24,67.5,-16,0,0,B0CGNN75F9,6.5,2.6,0,-18.7,B00063KGUK,5.7,2.5,16.5,-1.8,262,79,38301,1071148.87,18114,3.1
mosquito trap,52689,-12.2,5868,-29,22.3,0.7,17.3,2.2,B0C3PDTYYX,8.2,-1.2,6,-2.9,B09PQF39PG,8.1,1.7,7.3,5.6,B07B6RZP4H,6.1,0.2,4,-0.4,2000,,96597,3617208.99,117974,4.2
kids desk,52689,45.8,6732,26,24.9,3.5,15.4,4.7,B0CLZSWCLL,12.5,3.3,8.5,3.3,B0CB5H4JT1,7.6,-0.3,5.4,2.2,B09MSZVTZ5,4.8,0.5,1.6,-0.8,3000,20,8505,432095.65,2639,4.5
nugget ice maker countertop,52689,-62.5,5841,-139,24.3,-0.7,13,-1.1,B0C32SGKMJ,9.3,0.3,7.3,6.2,B0CFKQD2B2,7.8,-0.4,0.4,-2.9,B0C9SWH3RC,7.2,-0.5,5.3,-4.4,552,12,5105,859907.57,3888,4.3
inglorious basterds prime video,52689,71.5,7651,53,95.5,-0.2,0,0,B00BUBMALU,81.6,-3.1,0,0,B002UEW31I,12.3,4,0,0,B009CG96QM,1.7,-1.1,0,0,62,,,,,
wishbone kitchen cookbook,52689,,29662,,99.1,99.1,99.3,99.3,0593835956,98.5,98.5,99.2,99.2,B0DBL5CM99,0.4,0.4,0,0,045149699X,0.2,0.2,0,0,36,,6184,197022.62,1705,1.5
touchless drink dispenser,52689,5.7,16228,25,60.5,-6,21.3,-16.3,B09PJP6M3F,23.4,-8.9,10.4,-0.1,B09PGXVWZJ,19.4,-2,6.5,-16.5,B09PGXV8TR,17.7,5,4.4,0.4,503,32,9927,274839.08,12525,4.1
bicicleta eléctrica para adultos,52689,9.1,5941,10,11.2,-1.3,4.9,1.8,B0CGZSTYJ4,4.4,-1.3,3.4,2.1,B09L63HGDP,3.5,0,1,0.5,B08LYTB58M,3.3,0,0.5,-0.8,585,32,2112,705987.55,2402,4.3
15 pro max case,52689,9.2,6013,6,18.5,1.5,10.3,1.4,B0CC1F4V7Q,8.2,0.8,5,0.1,B0CDPGGL3C,5.5,0.2,3,0.8,B0CDGFLRG6,4.8,0.6,2.2,0.5,20000,14,58525,884751.95,192272,4.4
ipad pro 13 inch case 2024,52689,-2.5,6053,1,24.3,0.3,9.7,0,B0CRHKJYVX,10.2,-0.1,5,-0.5,B0D438GCD1,7.7,0.3,3.5,0.5,B0D5HVPZL5,6.4,0.1,1.1,0,745,21,,,27010,4.7
circle chain with wings,52689,,25144,,74.6,74.6,37,37,B07T6G649N,50.7,50.7,9.7,9.7,B0CP79PGWC,19,19,26.1,26.1,B0BSGYMX1T,4.9,4.9,1.3,1.3,250,,2439,30484.84,2135,4.6
cold brew,52688,13.4,6037,7,18.2,-1.9,17,-3.2,B01EN6KSCQ,8.8,-2.3,9.4,-3.6,B09HN4VNWK,4.8,-0.1,1.7,0,B0812GFWM7,4.7,0.5,5.9,0.3,2000,65,10619,84341.09,6432,4.7
diffuser hair dryer,52688,4.4,5743,-4,27.9,4.2,26.6,10.3,B0CHRP6DP9,12,2.9,13,3.6,B07GZWQDPR,9.4,1.9,7.8,3.7,B000E8PG98,6.5,-0.5,5.8,3,1000,112,17014,339824.68,73548,4.3
starbucks k cups,52688,4.7,5965,1,26.5,1.1,28.7,6.5,B07PNKZ4Y8,13,2.4,13,2.2,B006H7YDU8,7.6,-0.2,8.6,4.4,B009GDBNF8,5.9,-1.1,7.1,-0.1,617,123,139786,6402485.5,168790,4.7
pickleball net,52688,-25.9,6087,-49,23.9,3.5,20.9,9.3,B0C8J32B35,8.7,1.7,7.8,3.3,B0CNCVBV2X,7.8,0.9,7.5,3.3,B0BVQYQ3F6,7.5,0.9,5.6,2.7,1000,15,3605,268737.84,638,4.7
stamps,52688,4.5,6376,7,26,-2.5,27,-0.8,B008ZOEZHW,10.4,-0.6,11.1,-0.5,B09X8P426M,10,-0.3,10.3,1,B0D6FMSC5F,5.7,-1.7,5.6,-1.3,100000,,21049,409815.92,7081,4.8
cpu cooler,52688,-2.3,6017,-13,23.8,4,18.6,4.9,B09LGY38L4,8.4,0.5,6.1,2,B0C14B8BZV,8.2,2.2,4.9,0.5,B07H25DYM3,7.2,1.2,7.6,2.4,7000,42,,,34548,4.6
standing fan,52688,-33.8,5831,-60,24.8,-4.5,16,-3.9,B07BNGPWT4,9.2,-6.5,7.4,-4,B09MKPDJRT,8.7,0.3,6.1,-0.3,B0CTCWLV35,6.9,1.8,2.6,0.4,904,36,99453,7082815.24,31390,3
doc martens,52688,4.7,6199,22,11.5,1.8,1.2,0.4,B082VZ3M1J,4.1,0.5,0.6,0.6,B0BZYMFF7W,4.1,0.9,0.4,0.2,B079RML89M,3.3,0.4,0.2,-0.5,1000,,5448,486734.47,7897,4.5
stuffed waffle maker,52688,504.7,16410,70,57.6,-11.1,50.4,-18.6,B087QRK33P,31.4,-20.9,29.5,-32.8,B0B7C2T3P8,14.4,2.2,8.3,2.1,B0B4F9QX7G,11.9,7.6,12.7,12.1,535,36,6691,229481.43,11787,4.5
wnba,52688,4.5,13388,-30,41.5,7.3,0,0,B0D38DSL1G,23,3.1,0,0,B0D3PNRZ5W,10.2,2,0,0,B0CZPHS2DM,8.2,2.2,0,0,3000,,,,,
taken together: who killed lyric and elizabeth,52688,,15342,,87.6,87.6,0,0,B0D77B2N93,42.7,42.7,0,0,B0CVQWMVB2,32.1,32.1,0,0,B0D4MMQBGH,12.8,12.8,0,0,2,,,,,
stylus,52686,50.7,6543,39,24.2,5.8,22.7,8.7,B09JYNB5ZV,9.3,2.9,10.5,2.9,B0CLXJ2TY6,8.4,2.2,5.6,3.4,B0CLTYFXN9,6.5,0.8,6.7,2.3,5000,20,29081,219197.04,15832,4.5
pasta maker,52686,-2.6,5727,-13,37.6,15.4,43.6,26.9,B01JIUH2OY,19.7,12,24,13.5,B07DP15B53,10.7,3.2,10,7.7,B07HB2KL4C,7.2,0.1,9.6,5.8,1000,67,5126,169840.78,16991,4.3
nail files,52686,4.6,5852,3,35.3,10.3,31.3,10.9,B07MV5772J,15.8,6.3,17.9,12.4,B0CDFL8YR6,10.3,2.2,7.4,-2.6,B07R8XRPBT,9.1,1.8,6,1.1,2000,50,51286,225426.53,44837,4.6
omega xl,52686,2.5,5971,1,70.2,-1.6,58.4,1.4,B009P6632O,44.9,-4.9,38.2,-1.9,B0BVY59KRQ,13.2,0.5,9.5,-0.3,B01BVYSPFA,12.1,2.8,10.7,3.5,322,89,56950,4223184.31,65403,4.2
cards against humanity,52686,-2.6,5765,-7,59.9,-4,45.4,-2.7,B004S8F7QM,35,1.3,26.3,-0.7,B0BZWNJMCM,12.6,-6.5,11.5,0.9,B09DFQ59XP,12.3,1.2,7.5,-2.9,475,73,8237,193246.01,147902,4.8
ceramic cookware set,52686,-34.9,5747,-6,35.1,-5.2,25.5,10.4,B0BZHG5VQL,20.7,-0.7,14.3,5.3,B0CZNQD1SR,7.5,-2.3,3.8,2.8,B0CRSZ9MC5,6.9,-2.2,7.4,2.3,1000,10,7828,632119.97,2969,4.5
desitin,52686,6.6,5879,11,76.5,1.4,73.3,1.5,B00ZQXT4EY,43,-0.7,43.6,1.9,B07H7GBJC4,17.1,1.3,15.6,1,B00BH0PZBG,16.4,0.7,14.1,-1.4,170,145,70585,736441.31,46603,4.8
ladder,52686,-13.7,5873,-16,28.3,-1.7,15.3,-1.8,B09SKZ7WD7,13.2,-0.3,4.8,-1.5,B0BDFPM3WC,10.4,-0.3,6.9,-0.5,B096R7D71Z,4.8,-1.1,3.7,0.2,1000,33,22070,2132623.29,49735,4.5
expresso coffee machines,52686,,8550,,26.9,26.9,28.9,28.9,B09X3WGJ3R,12,12,10.9,10.9,B07L85NN3T,8,8,11.7,11.7,B0CGJ32ZYS,6.9,6.9,6.3,6.3,1000,38,14350,1368349.18,12467,4.3
gas can,52686,-34.5,5591,-42,22.3,-0.8,21.6,2.1,B07GBKLGR2,9,-1.4,13.6,9.5,B08W7VY3BP,7.1,0.4,6.6,-2.8,B000MT94QA,6.3,0.1,1.5,-4.6,50000,,9856,474687.52,28730,4.2
rave outfits for women,52686,6.3,5991,8,9.9,-0.3,0.5,-0.7,B0C9TY465G,4.6,0,0.4,-0.6,B0CBMLHJ81,2.7,-0.2,0.1,0.1,B0C9TVT43D,2.7,-0.1,0,-0.2,10000,,2494,50599.84,435,4.1
open ear headphones,52686,-11.4,6189,-7,18.6,-0.5,11.5,-4.2,B0CNCHLR56,9.7,2.7,5.9,0.9,B0D3LT2Q28,5.1,-1.9,3.7,-1.5,B0D9S5DDCQ,3.9,-1.3,1.8,-3.6,3000,6,11627,566678.23,12795,4.3
mini dress,52686,6.5,5715,1,8.2,4.5,1.9,1.7,B0CDLTLNCQ,4.3,2.9,0.9,0.7,B0CX51LSC3,2.1,0.8,0.7,0.7,B0CX55JNJ8,1.9,0.7,0.4,0.3,40000,,6783,227767.28,151,4.1
kate spade purse,52686,3.3,5933,2,22.9,0.5,8.1,-0.7,B0CD2195JV,10.4,0.8,3.1,0.2,B0CKY4LMFZ,6.3,-2.1,2.7,-1,B09J5DV646,6.1,1.8,2.3,0.1,1000,,838,84513.52,1085,4.6
folex stain remover,52686,6.5,6026,-1,87.7,1.3,84,3,B001B0V5GG,79.8,5.8,79.5,6.3,B0937MVG6W,4.3,-2.2,2.3,-1.7,B0BYRCBQX4,3.6,-2.2,2.3,-1.6,76,86,90137,675362.96,98931,4.6
the silent patient,52686,4.5,6230,-4,93.9,0.4,66.9,0.4,125030170X,42.7,-6.1,56.7,-0.9,B07D2C6J4K,38.8,3,8.6,1.3,B07JX7ZDJ3,12.5,3.6,1.7,0.1,242,,19037,200480.28,324824,1.4
9th generation ipad case,52686,119.4,7969,38,25,3,11,3.2,B07XY28FZG,11.7,-1.7,5.6,-0.1,B08K383X9Q,8.5,3.6,4,2.7,B07WS5H7HK,4.8,1,1.4,0.6,4000,57,,,115433,4.6
hsa store eligible items,52686,8.3,5897,5,10.1,-0.1,4.5,0.1,B0C6XJ1C1W,4,0.2,1.8,0.6,B002YX1O74,3.1,-0.4,1,-0.6,B07RL1CCXW,3,0.1,1.7,0.2,221,97,5123,216991.97,6676,4.6
iphone 15 pro max privacy screen protector,52686,4.6,5926,2,43,1.9,37.4,2.8,B0CCYNCW8G,21.2,1.9,19.9,2.3,B0CMTP8ZKG,13.8,0,12.1,0.3,B0CP3SZC7V,8,0,5.4,0.2,858,12,55456,789947.44,143918,4.3
popcorn maker,52684,29,7246,2,30.3,-2.1,18.4,2.8,B07NWCTXHH,13,-0.4,9.9,4.2,B0BDSXQCHR,9.7,-2,5.8,-1.7,B019HR91W4,7.7,0.3,2.7,0.3,598,66,27556,516295.47,102445,4.3
can opener electric,52684,2.8,5987,-2,33,-4.2,22.9,-3.4,B001C2F5NW,13.6,-2.3,11.7,-4.5,B07FVQLBL3,11.2,-2,4.3,0.6,B00T4RH8E6,8.2,0.1,6.9,0.5,343,181,44633,1273853.91,221728,4.5
folic acid,52684,13.3,5800,13,59.3,-4.9,56.2,-2.9,B0000DJAPS,43,0.3,42.7,2.3,B01IO43YO2,9.5,-2.9,8.8,-0.6,B0916BDPMJ,6.9,-2.3,4.7,-4.6,1000,141,8269,99805.32,36666,4.8
snail mucin,52684,-53.4,5924,-82,73,-8.3,73.5,-10.3,B00PBX3L7K,54,-11.3,57,-15.6,B01LEJ5MSK,15.3,2.5,14.3,3.7,B0D4QM1RHB,3.7,0.5,2.2,1.5,721,81,168057,2466715.5,111040,4.4
oil cleanser,52684,-22.2,5782,-33,46.1,-2.4,40.2,3.9,B0BN2PX8V3,27,-3.9,25.3,3.6,B0C673PKK3,11.8,1.4,7.5,0,B0CGCCR1NH,7.2,0.1,7.4,0.3,8000,18,107746,1854328.51,14239,4.5
japanese snacks,52684,27.6,6024,18,32.5,2.8,22.9,6.2,B096ZD7LXC,16.4,2,12.3,5.4,B07CGPLXG9,9.7,0.9,9.5,1.7,B08K1M2W5F,6.5,-0.1,1.2,-0.9,5000,72,7563,182479.31,14569,4.3
pure protein bars,52684,25.6,6103,11,38.5,5.7,35,0.9,B00GJ82VK4,14.3,1.7,15,4,B0CG127YXC,12.8,2.7,7.9,-3.7,B00MNXGSAI,11.4,1.3,12.1,0.6,460,141,198557,3331597.39,31646,4.5
tattoo ink,52684,4.6,5570,14,35.6,4.5,29.4,1,B00CIC80KU,16.6,0.9,14.1,0.1,B07RL5ZLSF,10.1,0.8,5.8,-3.8,B07ZLLY1VT,8.9,2.8,9.6,4.8,4000,96,16294,361073.71,25283,4.6
flannel shirt women,52684,198.3,7943,67,11.1,4.4,2.8,1.9,B09HC6P2BT,4.5,2,1.2,1,B09HC57WDZ,4.2,1.8,1,0.8,B0BGPX7RZ6,2.5,0.6,0.7,0.1,2000,,59737,1437485.65,32859,4.4
